StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,regret_yn,decision,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,emo_event,rumination_nr,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,PID,DAY_NUM,SURVEY_TYPE,DECISION_TO_SHOW,NEXT_SURVEY,DECISION
2025-04-24 16:06:34,2025-04-24 16:06:54,IP Address,174.249.146.18,100,20,True,2025-04-24 16:06:54,R_6n6ksmUOzEMQP11,Participant,Participant,kpetrova@stanford.edu,111967,37.8107,-122.2479,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,68,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I tried to (or made a plan to) change the situation.,I turned to someone else for support or comfort.,I tried to accept the situation and my feelings.",,Thought about it a lot,51,78,58,,"No, I might feel regret or think more about this situation in the near future",111967,5,followup,My dad coming to live with me and me not having courage to tell him its not fun to live with my dad at 23!,,
2025-04-24 16:08:36,2025-04-24 16:09:57,IP Address,76.133.42.187,100,80,True,2025-04-24 16:09:57,R_59cMHO0P8o4D7Nf,Participant,Participant,kpetrova@stanford.edu,106717,37.5659,-122.3661,anonymous,EN,No,,,,,,,,,,,"In understanding the large amount of work I needed to complete soon, I felt a bit overwhelmed.",Thought about it a lot,,,26,,12,,27,7,,,,,,,,,,106717,1,general,,general,
2025-04-24 16:13:42,2025-04-24 16:15:07,IP Address,73.202.120.2,100,85,True,2025-04-24 16:15:07,R_76293ozUEEsNSz7,Participant,Participant,kpetrova@stanford.edu,106762,37.3372,-121.798,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,35,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a lot,,56,64,72,"No, I might feel regret or think more about this situation in the near future",106762,6,followup,I confronted my friend,,
2025-04-24 16:16:59,2025-04-24 16:17:40,IP Address,12.75.216.75,100,40,True,2025-04-24 16:17:40,R_6UYPi2GnZjyTGLv,Participant,Participant,kpetrova@stanford.edu,109033,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,I got enough socialisation with peers and feel content,Thought about it a little,32,15,,,,49,,,,,,,,,,,,109033,6,general,"I wanted to come up to someone, but their friend came over to them so I didn’t",general,
2025-04-24 16:23:02,2025-04-24 16:23:30,IP Address,23.124.104.150,100,28,True,2025-04-24 16:23:31,R_7bcywylwPxdua3L,Participant,Participant,kpetrova@stanford.edu,103501,37.4651,-122.143,anonymous,EN,No,,,,,,,,,,,N/A,Haven't thought about it at all,99,,,,,99,,,,,,,,,,,,103501,3,general,I set my alarm to snooze and ended waking up late,general,
2025-04-24 16:23:00,2025-04-24 16:24:02,IP Address,166.205.91.66,100,61,True,2025-04-24 16:24:02,R_1FeuxfQRmS1bmd8,Participant,Participant,kpetrova@stanford.edu,111826,36.7576,-119.8086,anonymous,EN,No,,,,,,,,,,,I get to leave early from work today because I finished seeing the last patient of the day,Haven't thought about it at all,,,,,,,,,,,,,,,,,,111826,5,general,I woke up late today and wasn’t able in to work and I felt bad that I didn’t go to the gym with my siblings this morning,general,
2025-04-24 16:26:35,2025-04-24 16:27:57,IP Address,64.9.255.22,100,81,True,2025-04-24 16:27:57,R_7QybBY19IiXKX6y,Participant,Participant,kpetrova@stanford.edu,111970,34.0544,-118.244,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,81,"I thought of other ways to interpret the situation.,I tried to distract myself from the event or my emotions.",,Thought about it a little,21,42,73,19,"No, I might feel regret or think more about this situation in the near future",111970,1,followup,share my thoughts about to feel fear with family,,
2025-04-24 16:28:32,2025-04-24 16:30:09,IP Address,172.56.176.164,100,96,True,2025-04-24 16:30:10,R_1oOxtqI71yI2Krv,Participant,Participant,kpetrova@stanford.edu,109342,34.1066,-117.5935,anonymous,EN,No,,,,,,,,,,,I felt happy talking to my friends,Haven't thought about it at all,73,0,0,0,0,69,0,0,,,,,,,,,,109342,6,general,Not getting out of bed early enough,general,
2025-04-24 16:29:43,2025-04-24 16:31:35,IP Address,174.194.129.128,100,111,True,2025-04-24 16:31:35,R_7eOoLiDz1ylBXIF,Participant,Participant,kpetrova@stanford.edu,111664,34.0544,-118.244,anonymous,EN,No,,,,,,,,,,,"I felt bored that has been the strongest emotion. ",Thought about it a little,55,49,,,,52,,,,,,,,,,,,111664,3,general,I forgot to do the survey and it can affect my grade,general,
2025-04-24 16:33:44,2025-04-24 16:35:17,IP Address,172.59.161.48,100,93,True,2025-04-24 16:35:18,R_6YWJha2FhdcLet1,Participant,Participant,kpetrova@stanford.edu,112183,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,"Heading to see my girlfriend ",Thought about it a lot,60,53,4,5,5,46,6,7,,,,,,,,,,112183,6,general,,general,
2025-04-24 16:43:20,2025-04-24 16:44:19,IP Address,174.195.87.8,100,59,True,2025-04-24 16:44:21,R_3rHsujZTrEIsMPz,Participant,Participant,kpetrova@stanford.edu,111634,37.7428,-122.1745,anonymous,EN,No,,,,,,,,,,,"Feeling accomplished for putting in a lot of time with schoolwork. ",Thought about it a little,51,60,28,,,32,,,,,,,,,,,,111634,6,general,I regretted not taking certain classes with certain teachers.,general,
2025-04-24 16:45:03,2025-04-24 16:45:50,IP Address,153.18.72.53,100,46,True,2025-04-24 16:45:50,R_1kq7UHjZzt2JNJp,Participant,Participant,kpetrova@stanford.edu,111604,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,I felt really bored sitting through a 2 hour meeting.,Haven't thought about it at all,,,,,,50,,,,,,,,,,,,111604,1,general,"I went up to these girls to campaign, but they were a bit rude, so now I regret it.",general,
2025-04-24 16:52:17,2025-04-24 16:52:28,IP Address,107.136.6.21,100,10,True,2025-04-24 16:52:28,R_7CwRlRtX5QZkEai,Participant,Participant,kpetrova@stanford.edu,111616,37.4446,-122.1835,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111616,6,general,,general,
2025-04-24 16:51:26,2025-04-24 16:53:50,IP Address,73.231.3.29,100,144,True,2025-04-24 16:53:50,R_6DnFJvh4iyjkD1e,Participant,Participant,kpetrova@stanford.edu,112144,37.359,-122.0866,anonymous,EN,No,,,,,,,,,,,"My girlfriend was having a hard time choosing dinner so I helped her choose one ",Haven't thought about it at all,62,41,4,,,6,,,,,,,,,,,,112144,6,general,Woke up early and went to the gym,general,
2025-04-24 16:54:40,2025-04-24 16:55:24,IP Address,12.75.216.114,100,43,True,2025-04-24 16:55:24,R_7hz7bGj5BcTeNKR,Participant,Participant,kpetrova@stanford.edu,112093,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,i heard my coworker eating her snack and she was obnoxiously breathing and eating i hate her,Couldn't stop thinking about it,,,,98,,98,100,100,,,,,,,,,,112093,6,general,went to sleep late and woke up early,general,
2025-04-24 16:57:43,2025-04-24 16:58:17,IP Address,172.59.161.77,100,33,True,2025-04-24 16:58:17,R_1loc3P0AcNQ5ZcS,Participant,Participant,kpetrova@stanford.edu,110254,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,I don’t like that I’m spending a lot of money of food,Couldn't stop thinking about it,,,100,100,,,100,100,,,,,,,,,,110254,5,general,I text or responded to a friend that never texts me just to hear about their account on Instagram getting hacked and I had responded. I didn’t send or give any personal information or clicked on any links but I got extremely scared.,general,
2025-04-24 17:04:23,2025-04-24 17:05:24,IP Address,172.59.160.196,100,61,True,2025-04-24 17:05:25,R_3yl5XlqL3z7OyMi,Participant,Participant,kpetrova@stanford.edu,108934,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,Productive conversation on ambition w/ Psych professor,Thought about it a little,76,54,0,9,64,82,0,1,,,,,,,,,,108934,3,general,Intense & brief fight/ shouting match in the car (me driving) with my husband about a very minor household item,general,
2025-04-24 16:05:52,2025-04-24 16:05:53,IP Address,174.249.146.18,67,0,False,2025-04-24 17:05:56,R_3EnBTKYFJXO6CD3,Participant,Participant,kpetrova@stanford.edu,111967,37.8107,-122.2479,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111967,5,followup,My dad coming to live with me and me not having courage to tell him its not fun to live with my dad at 23!,,
2025-04-24 17:13:20,2025-04-24 17:14:54,IP Address,174.194.195.94,100,93,True,2025-04-24 17:14:55,R_7fixGWcFowERH66,Participant,Participant,kpetrova@stanford.edu,103234,37.6313,-122.0975,anonymous,EN,Yes,Ate fast food,74,I tried to accept the situation and my feelings.,,Thought about it a lot,10,46,38,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,103234,4,general,,general,Ate fast food
2025-04-24 17:39:55,2025-04-24 17:40:56,IP Address,12.75.116.126,100,61,True,2025-04-24 17:40:57,R_6whyUe5cAp7Quid,Participant,Participant,kpetrova@stanford.edu,111931,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,"Right now. I just feel so many emotions right now ",Couldn't stop thinking about it,,,100,70,100,,,60,,,,,,,,,,111931,7,general,,general,
2025-04-24 17:56:10,2025-04-24 17:56:31,IP Address,67.160.216.72,100,20,True,2025-04-24 17:56:32,R_1khOB3zV2xNhaWQ,Participant,Participant,kpetrova@stanford.edu,111967,37.4152,-122.1224,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,85,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I tried to (or made a plan to) change the situation.,I turned to someone else for support or comfort.,I tried to accept the situation and my feelings.",,Thought about it a lot,,74,82,,"No, I might feel regret or think more about this situation in the near future",111967,5,followup,My dad coming to live with me and me not having courage to tell him its not fun to live with my dad at 23!,,
2025-04-24 18:19:19,2025-04-24 18:20:08,IP Address,104.2.162.141,100,48,True,2025-04-24 18:20:08,R_3CBK9JQzXiOCe0I,Participant,Participant,kpetrova@stanford.edu,91237,29.7373,-95.3972,anonymous,EN,No,,,,,,,,,,,I felt excited about planning,Couldn't stop thinking about it,0,0,44,0,0,42,0,12,,,,,,,,,,91237,5,general,,general,
2025-04-24 18:19:07,2025-04-24 18:20:35,IP Address,23.119.120.72,100,87,True,2025-04-24 18:20:35,R_1D7IgrRDVjySp3s,Participant,Participant,kpetrova@stanford.edu,111595,37.3512,-121.8846,anonymous,EN,No,,,,,,,,,,,"Anger - I was driving home today and the lane I was in was ending and I need to get over. This person driving would not let me in and it was intentional. ",Thought about it a little,10,0,29,33,22,33,,32,,,,,,,,,,111595,2,general,"After waking up this morning I wanted to go to the gym before class, but chose to sleep instead.",general,
2025-04-24 18:26:34,2025-04-24 18:27:24,IP Address,107.136.6.21,100,49,True,2025-04-24 18:27:24,R_5PnNFlLV8xcF9QI,Participant,Participant,kpetrova@stanford.edu,111616,37.4446,-122.1835,anonymous,EN,No,,,,,,,,,,,Hang out with friends,Thought about it a little,,0,,,,,,,,,,,,,,,,111616,6,general,,general,
2025-04-24 18:42:23,2025-04-24 18:43:01,IP Address,162.120.149.144,100,37,True,2025-04-24 18:43:01,R_1oKKsj8LFbIqhP3,Participant,Participant,kpetrova@stanford.edu,112039,36.1685,-115.1164,anonymous,EN,No,,,,,,,,,,,I had personal training,Thought about it a little,54,62,42,17,22,52,13,21,,,,,,,,,,112039,2,general,,general,
2025-04-24 18:43:00,2025-04-24 18:50:26,IP Address,73.220.167.84,100,446,True,2025-04-24 18:50:26,R_7JfA0WI1YS1KQ5H,Participant,Participant,kpetrova@stanford.edu,109702,38.0253,-121.3009,anonymous,EN,No,,,,,,,,,,,I facilitated a meeting at work and it went well,Thought about it a little,100,98,,,,,,,,,,,,,,,,109702,5,general,I returned to work from vacation and regret not taking an additional day,general,
2025-04-24 18:50:07,2025-04-24 18:51:08,IP Address,174.194.198.63,100,60,True,2025-04-24 18:51:08,R_3sTlYlWQo2yMOkr,Participant,Participant,kpetrova@stanford.edu,106762,37.5281,-121.9732,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,20,"I thought of other ways to interpret the situation.,I tried to distract myself from the event or my emotions.,I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a little,,,,97,"No, I might feel regret or think more about this situation in the near future",106762,6,followup,I confronted my friend,,
2025-04-24 18:51:30,2025-04-24 18:51:50,IP Address,174.194.198.63,100,20,True,2025-04-24 18:51:50,R_6h0d8nZa3mxGyCl,Participant,Participant,kpetrova@stanford.edu,106762,37.5281,-121.9732,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,17,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to (or made a plan to) change the situation.",,Thought about it a little,,,,100,"No, I might feel regret or think more about this situation in the near future",106762,6,followup,I confronted my friend,,
2025-04-24 19:01:13,2025-04-24 19:02:44,IP Address,108.211.109.28,100,90,True,2025-04-24 19:02:44,R_1oYjXYAOdl3V3Pz,Participant,Participant,kpetrova@stanford.edu,108508,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,I had a great conversation with my father today about my future academic plan. This brings me a positive vibe right now.,Haven't thought about it at all,57,25,,,,,,,,,,,,,,,,108508,5,general,"I shouldn’t ate that cake last night, it stops me from keeping up with my diet plan.",general,
2025-04-24 19:20:21,2025-04-24 19:21:07,IP Address,23.124.104.150,100,46,True,2025-04-24 19:21:08,R_3DmAscwGHHX9m5X,Participant,Participant,kpetrova@stanford.edu,103501,37.4651,-122.143,anonymous,EN,Yes,"Went to a restaurant and ate too much food ",65,I thought of other ways to interpret the situation.,,Haven't thought about it at all,52,80,61,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,103501,3,general,I set my alarm to snooze and ended waking up late,general,"Went to a restaurant and ate too much food "
2025-04-24 19:25:31,2025-04-24 19:26:03,IP Address,172.56.46.217,100,31,True,2025-04-24 19:26:03,R_1zcNPryP16dDD6w,Participant,Participant,kpetrova@stanford.edu,112183,37.7201,-122.4414,anonymous,EN,No,,,,,,,,,,,"Hanging out with my girlfriend ",Thought about it a lot,71,69,8,5,5,59,3,7,,,,,,,,,,112183,6,general,,general,
2025-04-24 19:31:18,2025-04-24 19:32:14,IP Address,61.116.110.1,100,55,True,2025-04-24 19:32:14,R_9xLzYgwW1Ib1NKK,Participant,Participant,kpetrova@stanford.edu,112216,34.693,135.5005,anonymous,EN,Yes,"I should have slept earlier, now I'm too tired ",20,"I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a little,,16,7,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,112216,6,general,Ate too much,general,"I should have slept earlier, now I'm too tired "
2025-04-24 19:33:14,2025-04-24 19:33:45,IP Address,98.97.25.61,100,30,True,2025-04-24 19:33:45,R_7sTqnOr57pPfOM4,Participant,Participant,kpetrova@stanford.edu,109033,37.3388,-121.8916,anonymous,EN,No,,,,,,,,,,,"I was watching a video and it was very funny ",Thought about it a little,59,,,,,,,,,,,,,,,,,109033,6,general,"I wanted to come up to someone, but their friend came over to them so I didn’t",general,
2025-04-24 19:41:31,2025-04-24 19:42:11,IP Address,172.59.161.244,100,40,True,2025-04-24 19:42:11,R_6oNfshUr9jFmGvD,Participant,Participant,kpetrova@stanford.edu,111928,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,I cooked food with my girlfriend.,Thought about it a little,90,61,0,0,0,79,0,21,,,,,,,,,,111928,2,general,"I planned a movie date to be 3pm for today but I finished class early and had to push it earlier to 2pm, which might have messed up my girlfriends schedule.",general,
2025-04-24 19:42:22,2025-04-24 19:43:35,IP Address,172.59.161.244,100,73,True,2025-04-24 19:43:36,R_1xJ0iTHCtcjRg06,Participant,Participant,kpetrova@stanford.edu,111928,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,I watched a movie with my girlfriend. We didn’t get to finish completely though because she had class.,Thought about it a little,65,0,0,0,0,75,0,10,,,,,,,,,,111928,2,general,"I planned a movie date to be 3pm for today but I finished class early and had to push it earlier to 2pm, which might have messed up my girlfriends schedule.",general,
2025-04-24 19:43:04,2025-04-24 19:43:37,IP Address,24.130.177.117,100,32,True,2025-04-24 19:43:37,R_7rBVoU1wf3s4YXH,Participant,Participant,kpetrova@stanford.edu,109342,37.2125,-121.8641,anonymous,EN,No,,,,,,,,,,,Nothing major,Haven't thought about it at all,75,0,0,0,0,64,0,0,,,,,,,,,,109342,6,general,Not getting out of bed early enough,general,
2025-04-24 19:43:50,2025-04-24 19:44:30,IP Address,172.59.161.244,100,40,True,2025-04-24 19:44:31,R_3om50fLMNsrPD8J,Participant,Participant,kpetrova@stanford.edu,111928,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,I ordered Chipotle for delivery.,Haven't thought about it at all,81,0,0,0,0,82,0,0,,,,,,,,,,111928,2,general,"I planned a movie date to be 3pm for today but I finished class early and had to push it earlier to 2pm, which might have messed up my girlfriends schedule.",general,
2025-04-24 19:44:37,2025-04-24 19:45:26,IP Address,172.59.161.244,100,48,True,2025-04-24 19:45:26,R_1sG05ilJkqt7Dpf,Participant,Participant,kpetrova@stanford.edu,111928,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,I am still waiting for my Chipotle order after being outside for a while. They said they are very close but I’ve been waiting for a bit.,Thought about it a little,0,0,33,0,0,0,0,47,,,,,,,,,,111928,2,general,"I planned a movie date to be 3pm for today but I finished class early and had to push it earlier to 2pm, which might have messed up my girlfriends schedule.",general,
2025-04-24 19:44:51,2025-04-24 19:48:24,IP Address,73.158.105.181,100,213,True,2025-04-24 19:48:24,R_5dTgRWlPn67hupc,Participant,Participant,kpetrova@stanford.edu,112288,37.3793,-122.12,anonymous,EN,Yes,"I was asked to go have dinner and I’m at dinner. Although I’m having a really good time I wish I had thought about my homework first. ",80,"I tried to distract myself from the event or my emotions.,I turned to someone else for support or comfort.,I tried to accept the situation and my feelings.",,Couldn't stop thinking about it,80,0,50,0,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,112288,1,general,,followup,"I was asked to go have dinner and I’m at dinner. Although I’m having a really good time I wish I had thought about my homework first. "
2025-04-24 18:51:15,2025-04-24 18:51:15,IP Address,174.194.198.63,67,0,False,2025-04-24 19:51:24,R_5nBDCgZIT3kNg3G,Participant,Participant,kpetrova@stanford.edu,106762,37.5281,-121.9732,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106762,6,followup,I confronted my friend,,
2025-04-24 18:51:30,2025-04-24 18:51:30,IP Address,174.194.198.63,67,0,False,2025-04-24 19:51:30,R_7TuALTCcoypS1Gx,Participant,Participant,kpetrova@stanford.edu,106762,37.5281,-121.9732,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106762,6,followup,I confronted my friend,,
2025-04-24 19:00:29,2025-04-24 19:00:35,IP Address,166.205.91.66,44,6,False,2025-04-24 20:00:29,R_70cObFTFg3elluq,Participant,Participant,kpetrova@stanford.edu,111826,36.7576,-119.8086,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111826,5,general,I woke up late today and wasn’t able in to work and I felt bad that I didn’t go to the gym with my siblings this morning,general,
2025-04-24 20:02:28,2025-04-24 20:04:57,IP Address,98.45.157.211,100,149,True,2025-04-24 20:04:58,R_1RHpPmTlbQlimQx,Participant,Participant,kpetrova@stanford.edu,112294,37.3479,-122.0351,anonymous,EN,No,,,,,,,,,,,I've been feeling more the feeling of loss rather than regret. It's the same highschool/moving loss but I can't really call it regret since it wasn't my choice to move. I've gone to like 13 schools total and now I feel a sense of loss for what I could have had if I could have stayed in one place. There's also this sort of pain that's coming from my parents prioritizing my brother's stability and education more than they did mine but it's too complicated to explain.,Couldn't stop thinking about it,22,21,47,70,77,17,42,94,,,,,,,,,,112294,5,general,I'm just regretting my life's choices more and more with time. I miss being in musicial theatre like 6 years ago in highschool. I regret agreeing to move to the US sooner than I had to. Doing musical theatre and learning to play the viola while having friends and doing cool shit is probably the happiest I've ever been. It feels like my life has been ruined by moving so much and going to 4 highschools and a countless number of elementary schools,general,
2025-04-24 20:07:48,2025-04-24 20:09:14,IP Address,104.10.177.206,100,86,True,2025-04-24 20:09:15,R_6P5RhMRetbuUhvH,Participant,Participant,kpetrova@stanford.edu,112126,37.3479,-122.0351,anonymous,EN,Yes,"I didn’t have time to do my homework ",47,I tried to accept the situation and my feelings.,,Thought about it a lot,23,33,12,,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,112126,2,general,"I regret not taking a nap earlier when I had time to do so, now I feel super exhausted but I need to finish an assignment",followup,"I didn’t have time to do my homework "
2025-04-24 20:22:45,2025-04-24 20:23:27,IP Address,12.75.216.116,100,41,True,2025-04-24 20:23:27,R_7CvsWZeMGHGFAaH,Participant,Participant,kpetrova@stanford.edu,112144,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,My air fryer broke down,Thought about it a lot,,,8,62,10,,,,,,,,,,,,,112144,6,general,Woke up early and went to the gym,general,
2025-04-24 20:32:36,2025-04-24 20:33:31,IP Address,76.133.42.187,100,54,True,2025-04-24 20:33:31,R_5gkmuvwl8KJqEa4,Participant,Participant,kpetrova@stanford.edu,106717,37.5659,-122.3661,anonymous,EN,No,,,,,,,,,,,I realized I still had much to do even though I spent the day mostly working.,Thought about it a lot,,,32,10,,,9,35,,,,,,,,,,106717,1,general,,general,
2025-04-24 20:40:50,2025-04-24 20:41:59,IP Address,172.56.47.190,100,68,True,2025-04-24 20:41:59,R_3mGjl6VaRVdYsBr,Participant,Participant,kpetrova@stanford.edu,110254,37.7201,-122.4414,anonymous,EN,No,,,,,,,,,,,I took a nap in the car and my neck hurts,Couldn't stop thinking about it,,,20,,49,,28,100,,,,,,,,,,110254,5,general,I text or responded to a friend that never texts me just to hear about their account on Instagram getting hacked and I had responded. I didn’t send or give any personal information or clicked on any links but I got extremely scared.,general,
2025-04-24 20:41:48,2025-04-24 20:42:08,IP Address,174.194.136.71,100,20,True,2025-04-24 20:42:08,R_5CKJXxv1NuGuTi9,Participant,Participant,kpetrova@stanford.edu,109369,34.0544,-118.244,anonymous,EN,No,,,,,,,,,,,I ate dinner and had fun,Thought about it a little,14,44,27,35,31,30,30,25,,,,,,,,,,109369,2,general,"I decided to apply for a job, but this wasn’t a good idea because I’m getting a ton of spam",general,
2025-04-24 20:41:03,2025-04-24 20:43:27,IP Address,98.45.157.211,100,144,True,2025-04-24 20:43:28,R_5qWvNcSIEIZKIkF,Participant,Participant,kpetrova@stanford.edu,112294,37.3479,-122.0351,anonymous,EN,No,,,,,,,,,,,This is embarrassing but I watched a Sebastian Stan movie and got so excited (I think? I'm not good at identifying emotions) that my wrists and arm hurt so I'm a lost cause.,Couldn't stop thinking about it,72,22,56,9,25,57,9,39,,,,,,,,,,112294,5,general,I'm just regretting my life's choices more and more with time. I miss being in musicial theatre like 6 years ago in highschool. I regret agreeing to move to the US sooner than I had to. Doing musical theatre and learning to play the viola while having friends and doing cool shit is probably the happiest I've ever been. It feels like my life has been ruined by moving so much and going to 4 highschools and a countless number of elementary schools,general,
2025-04-24 20:52:49,2025-04-24 20:53:37,IP Address,172.59.161.211,100,47,True,2025-04-24 20:53:37,R_7T77W7xJzsfjxgl,Participant,Participant,kpetrova@stanford.edu,111604,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,I had Yogurtland after dinner.,Haven't thought about it at all,70,,,,,,,,,,,,,,,,,111604,1,general,"I went up to these girls to campaign, but they were a bit rude, so now I regret it.",general,
2025-04-24 20:56:22,2025-04-24 20:57:07,IP Address,24.7.57.2,100,45,True,2025-04-24 20:57:08,R_6f4aEu8QY5Uun6W,Participant,Participant,kpetrova@stanford.edu,103234,37.4001,-121.8531,anonymous,EN,No,,,,,,,,,,,"Daughter was in a bad mood ",Thought about it a little,,,77,53,75,,68,39,,,,,,,,,,103234,4,general,Ate fast food,general,
2025-04-24 20:56:57,2025-04-24 20:58:05,IP Address,67.188.192.208,100,67,True,2025-04-24 20:58:05,R_5iliyQzwICNqdSx,Participant,Participant,kpetrova@stanford.edu,111634,37.3313,-121.8401,anonymous,EN,Yes,"I ate too much pizza. Haha! ",57,"I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a little,,,31,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,111634,6,general,I regretted not taking certain classes with certain teachers.,general,"I ate too much pizza. Haha! "
2025-04-24 20:59:16,2025-04-24 20:59:44,IP Address,99.139.72.184,100,28,True,2025-04-24 20:59:45,R_6DBeYxIqwCUzYbP,Participant,Participant,kpetrova@stanford.edu,101269,37.2566,-121.8889,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,100,I tried to accept the situation and my feelings.,,Thought about it a lot,,100,,,"No, I might feel regret or think more about this situation in the near future",101269,2,followup,Not going to school today,,
2025-04-24 21:11:15,2025-04-24 21:11:35,IP Address,12.75.216.114,100,20,True,2025-04-24 21:11:35,R_7EjfmS5p1KJENpL,Participant,Participant,kpetrova@stanford.edu,112093,45.5248,-122.6789,anonymous,EN,No,,,,,,,,,,,i’m him what the fuck !,Couldn't stop thinking about it,100,100,,,,97,,,,,,,,,,,,112093,6,general,went to sleep late and woke up early,general,
2025-04-24 21:19:48,2025-04-24 21:21:01,IP Address,165.76.190.18,100,73,True,2025-04-24 21:21:02,R_4OfyOniw5VImCUV,Participant,Participant,kpetrova@stanford.edu,112216,35.69,139.69,anonymous,EN,No,,,,,,,,,,,My class today was fun,Thought about it a little,24,,7,,,52,,0,,,,,,,,,,112216,6,general,"I should have slept earlier, now I'm too tired",general,
2025-04-24 21:27:21,2025-04-24 21:28:20,IP Address,172.56.42.67,100,58,True,2025-04-24 21:28:20,R_3D1i7R0UJMlAPkn,Participant,Participant,kpetrova@stanford.edu,111793,37.7797,-122.4159,anonymous,EN,No,,,,,,,,,,,i was able to talk to my mentor and get advice as well as a coffee !!,Thought about it a little,70,,,,,80,,,,,,,,,,,,111793,6,general,,general,
2025-04-24 20:31:26,2025-04-24 20:31:59,IP Address,76.133.42.187,17,32,False,2025-04-24 21:31:30,R_7l5XPOvDmN8NnP3,Participant,Participant,kpetrova@stanford.edu,106717,37.5659,-122.3661,anonymous,EN,Yes,"I realized that despite working all day, I had little to show for it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,106717,1,general,,followup,
2025-04-24 21:37:21,2025-04-24 21:38:52,IP Address,172.59.161.112,100,90,True,2025-04-24 21:38:52,R_37I55D4Wu7ji8oc,Participant,Participant,kpetrova@stanford.edu,108934,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,Nice bonding with the team during spectroscopy lab,Thought about it a little,57,61,17,0,0,91,0,0,,,,,,,,,,108934,3,general,Intense & brief fight/ shouting match in the car (me driving) with my husband about a very minor household item,general,
2025-04-24 20:52:16,2025-04-24 20:52:24,IP Address,172.59.161.211,44,8,False,2025-04-24 21:52:18,R_1bfBvm6gTNindOV,Participant,Participant,kpetrova@stanford.edu,111604,37.3313,-121.8401,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111604,1,general,"I went up to these girls to campaign, but they were a bit rude, so now I regret it.",general,
